Activelyrecruiting,Title,Company,Link,Experience Level,Employee Count/Domain,Description,Skills
Actively recruiting,"Consultant, Data Analytics","Northern Trust · Pune, Maharashtra, India · 2 weeks ago",https://www.linkedin.com/jobs/view/3868404071/?alternateChannel=search&refId=sOMuospAvU70UJxqZDny1w%3D%3D&trackingId=D5Yd9e6TCKUvmeBoE2HHhQ%3D%3D&trk=d_flagship3_search_srp_jobs,"On-site
Matches your job preferences, workplace type is On-site.
Full-time
Matches your job preferences, job type is Full-time.
Mid-Senior level","10,001+ employees · Financial Services","About the job
About Northern Trust

Northern Trust, a Fortune 500 company, is a globally recognized, award-winning financial institution that has been in continuous operation since 1889.

Northern Trust is proud to provide innovative financial services and guidance to the world’s most successful individuals, families, and institutions by remaining true to our enduring principles of service, expertise, and integrity. With more than 130 years of financial experience and over 22,000 partners, we serve the world’s most sophisticated clients using leading technology and exceptional service.

Summary

The NT IT Metrics & Analytics (ITMA) team delivers business intelligence and predictive analytics across the NT IT and corporate data landscape. This service enables simplified access across commonly needed datasets across the IT organization and beyond. A relatively new practice at NT, ITMA begins its 3rd year in 2022. The team works in an Agile fashion to deliver value to our clients quickly and incrementally. In addition to evolving our current production products, ITMA has a healthy backlog new work/demand for its reporting or its data. IT Metrics & Analytics seeks an experienced, data focused, full stack developer to add to its flexible and high performing agile development team. This role will work closely with the ITMA lead architect to support the existing ITMA data platform and enable its evolution over time.

The NT Strategy + IT Strategy will always guide ITMA to provide visibility into the right information for IT Leadership and other internal NT clients to deliver on their plans.

Responsibilities

The new ITMA Associate Consultant, Data Analytics will:

 Foster a collaborative and high performing team
 Rapidly and effectively adapt to highly dynamic and fast-paced work environment
 Develop expertise in the IT and corporate data landscape including plans for change in underlying operational systems
 Support the current ITMA databases (MS SQLServer) and data platform (Incorta) and evolution required to enable new ITMA reporting and analytics data sources and products
 Pursue relentless automation to reduce unnecessary and error prone practices with analytics on common datasets
 Ensure all ITMA implementations adhere to all relevant NT IT Risk and Control Standards ensuring all cybersecurity and other risks are properly managed.
 Research and advise on technical options regarding decisions related to data platform and/or BI Tool decisions
 Carries out complex initiatives involving multiple disciplines and/or ambiguous issues
 Displays a balanced, cross-functional perspective, liaising with the business to improve efficiency, effectiveness and productivity
 Assist internal customers with acceptance and adoption of implemented solutions to transition to an operating model that will deliver value from the analytics solution
 Provide support, as needed, on existing reporting and analytics production products
 Participate in special projects as needed and perform other duties as assigned

Skills & Experience

 4+ years of building and supporting full stack technology solutions with a focus on data
 Good working Knowledge in database products, SQL and all associated tooling
 Good working knowledge on any visualization tool , preferably Power BI
 Curious, highly flexible and adaptable to change
 Team player and supportive of developing skills of others
 Strong financial acumen and ability to work across the business
 Bachelor’s Degree in a related field and/or equivalent work experience required
 Excellent oral and written communication skills are required
 Seasoned multi-disciplinary expert with technical and business knowledge and functional expertise

Working With Us

As a Northern Trust partner, greater achievements await. You will be part of a flexible and collaborative work culture in an organization where financial strength and stability is an asset that emboldens us to explore new ideas.

Movement within the organization is encouraged, senior leaders are accessible, and you can take pride in working for a company committed to assisting the communities we serve! Join a workplace with a greater purpose.

We’d love to learn more about how your interests and experience could be a fit with one of the world’s most admired and sustainable companies! Build your career with us and apply today. #MadeForGreater

Reasonable accommodation

Northern Trust is committed to working with and providing reasonable accommodations to individuals with disabilities. If you need a reasonable accommodation for any part of the employment process, please email our HR Service Center at MyHRHelp@ntrs.com.

We hope you’re excited about the role and the opportunity to work with us. We value an inclusive workplace and understand flexibility means different things to different people.

Apply today and talk to us about your flexible working requirements and together we can achieve greater.","['Analytics, Communication, Data Analytics, Databases, and Datasets', 'Adaptation, Financial Literacy, Microsoft SQL Server, Technology Solutions, and Written Communication']"
Actively recruiting,Supply Chain Sustainability Data Analyst,"Nextracker Inc. · Banjara Hills, Telangana, India · Reposted 1 month ago",https://www.linkedin.com/jobs/view/3804569709/?alternateChannel=search&refId=sOMuospAvU70UJxqZDny1w%3D%3D&trackingId=RqMUtzvUJh%2BqCMVodBUYWw%3D%3D&trk=d_flagship3_search_srp_jobs,"On-site
Matches your job preferences, workplace type is On-site.
Full-time
Matches your job preferences, job type is Full-time.
Mid-Senior level","501-1,000 employees · Renewable Energy Power Generation","About the job
Job Description

Key responsibilities:

Data collection and Management
Gather and compile data related to sustainable metrics from various sources with heavy focus on supply chain / due diligence such as energy consumption, waste generation, carbon emissions, supply chain practices and social impact indicators 
Organize and maintain database to ensure accurate and up to date data for regular repots / at hoc reports 
Managing the transformation from manual data management to digitalization 
Data Analysis:
Use statistical analysis and data visualization tools to identify trends, patterns and insights 
Assess and interpret data to evaluation NX supply chain sustainability, sustainability related risks and alignment with goals 
Reporting and Communication
Prepare reports, dashboards, and presentations to communicated sustainability performance to internal stakeholders, executives, and external partners 
Collaboration with cross functional teams to develop recommendations and action plans on data analysis 
Compliance and regulatory support
Stay up to date with relevant sustainability regulatory, standards and reporting requirements 
Assist in ensuring organization compliance with sustainable related laws and regulations 
Performance monitoring
Monitor the progress of sustainability initiatives and track key performance indicators to measure impact of Sustainability Efforts over the time 
Identity areas for improvement and propose data driven solutions 
Data Strategy support
Support Supply chain Sustainability data strategy short term as well as long term 
Data quality assurance
Implement data quality controls and validation process to maintain the accuracy and reliability of data 
Qualifications

Bachelor’s degree / Master preferred in relevant field such as environmental science, sustainability, data science, statistics, or relevant discipline 
Strong analytical skills, including proficiency in data analysis software (?), and data visualization tools 
Decent understanding about GHG inventory and Scope 1 2 and 3 data management, familiar with emission calculations 
Work experience with at least 5 years, manufacturing environmental preferred 
Knowledge about sustainability frameworks and reporting standards such as SBT, GRI, SABS, CDP, ISO 14001 and others 
Understanding of environmental and social sustainability issues and trends 
Excellent communication skills, both written and verbal, to convey complex data insights to diverse audiences 
Attention to detail and a commitment to data accuracy 
Project management skills and the ability to work independently and in cross functional team 
Experience to roll out a data strategy and set up data management system 
Experience in working in a global multi-cultural setting 

Personal Skills

Strong commitment to ethical and responsible business practices
Out of the box thinker and curiosity 
Leadership and conflict management 
Able to work under pressure and to go beyond 
Hands on
Genuine interest in building processes and systems 

At Nextracker, we are leading in the energy transition, providing the most comprehensive portfolio of intelligent solar tracker and software solutions for solar power plants, as well as strategic services to capture the full value of solar power plants for our customers. Our talented worldwide teams are transforming PV plant performance every day with smart technology, data monitoring and analysis services.

For us at Nextracker, sustainability is not just a word. It's a core part of our business, values and our operations. Our sustainability efforts are based on five cornerstones: People, Community, Environment, Innovation, and Integrity. We are creative, collaborative and passionate problem-solvers from diverse backgrounds, driven by our shared mission to provide smart solar and software solutions for our customers and to mitigate climate change for future generations.

Culture is our Passion",
Actively recruiting,"Technical Business Analyst - (data analysis (preferably using, Google Sheets, BI tools, SQL))","Nielsen · Bengaluru, Karnataka, India · 5 days ago",https://www.linkedin.com/jobs/view/3881618291/?alternateChannel=search&refId=sOMuospAvU70UJxqZDny1w%3D%3D&trackingId=Eigvz%2FWWXW10ZB1g3IrN%2Fw%3D%3D&trk=d_flagship3_search_srp_jobs,"Hybrid
Matches your job preferences, workplace type is Hybrid.
Full-time
Matches your job preferences, job type is Full-time.","10,001+ employees · Software Development","About the job
At Nielsen, we believe that career growth is a partnership. You ultimately own, fuel and set the journey. By joining our team of nearly 14,000 associates, you will become part of a community that will help you to succeed. We champion you because when you succeed, we do too. Embark on a new initiative, explore a fresh approach, and take license to think big, so we can all continuously improve. We enable your best to power our future.

Explore and Discover Nielsen! With offices located in 110 countries, we are a global independent measurement and big data analytics company focused on your future.

Nielsen TAM Delivery and Deployment is a well established organization with in Nielsen who concentrates on support, delivery and deploying features to our US TV Audience Measurement clients both internally and externally.

We are presently looking for a Technical Analyst to join us! If you would like working on data analytics, generating insights, and helping organize our scrum teams, please read on!

Responsibilities

Generate insights/analytics from TAM deliverables using such tools as SQL and ad hoc query tools etc
Supporting our Daily, Monthly and Quarterly deliverables for clients using automation and tool sets within the cloud.
Identifying Trend Breaks with in our data sets
Looking for simpler methods to identify data discrepancies within our data before clients see it.
Use various visualization tools to present our findings. (Google Products)
Help organize the competing deliveries, new small enhancements for the team managing priorities
Interact with Leadership to identify critical insights/analytics that need to be developed/Automation that makes us more nimble and quicker to market.

Requirements

Experience and interest in data analysis (preferably using, Google Sheets, BI tools, SQL)
Fast learner with the ability to pick up Big Data analysis skill set
Time management skills and attention to detail
Ability to work as part of a team and interact effectively with others
Self-awareness, drive, and a desire to continually improve

Desired Experience

Coding skills and interest in cloud and learning coding principles
Cloud (AWS) experience",
Actively recruiting,Data Analyst II,"Microsoft · Hyderabad, Telangana, India · 1 week ago",https://www.linkedin.com/jobs/view/3871627019/?alternateChannel=search&refId=sOMuospAvU70UJxqZDny1w%3D%3D&trackingId=XnkqRq5DEl%2Fqb0NchPPOKA%3D%3D&trk=d_flagship3_search_srp_jobs,"Full-time
Matches your job preferences, job type is Full-time.","10,001+ employees · Software Development","About the job
Do you have a relentless passion for data and analytics and a desire to drive future products via key data insights? Do you want to help shape the future of collaboration experience and personal computing, by helping direct where investments should happen? Does the thought of being able to influence the product in each stage of the lifecycle through insights & predictions excite you? Do you love measuring, understanding, and predicting based on real-world user data to come up with insights that drive experiments and recommendations to help move business metrics? If so, we want to talk to you!

We are the Data & Applied Sciences team for Windows at Hyderabad, India. We work across various Windows products with the goal of using advanced analytics & data science to inform decision making, drive product performance and maximize business impact through the power of ML/AI. In short, we thrive on data to solve high impact business problems for Windows!

We're looking for an enthusiastic and expert Data and Applied Scientist (DAS) to help us build and deliver business Intelligence through data for experiences running on the next generation of Windows devices. Your responsibilities will include working closely with a variety of teams such as program management, development, design, hardware and application partners to understand the key business questions for customer-facing scenarios, to set up the key performance indicators, deeply analyze the data to identify insights and experiment ideas that moves our business metrics. We will be looking to you to help evaluate the return of investments on new ideas, to assess if investments are meeting customer and business promises, to design and assess experiments, to measure growth and to derive insights that help identify next wave of opportunities and problems to be solved.

Responsibilities

As a Data Analyst, you will specialize in owning and analyzing the business questions for the team. Through your analysis and research, you will curate and maintain Key Performance Indicators which show trends towards achieving a business goal. You will learn and excel ways to find patterns in the data that are harder to find but can lead to getting to our business objectives. Your analysis will not only show us what we’re doing right or wrong in our current methodology, but also what customer segment and strategies we should invest more in, and how, for achieving and exceeding our goals.

Qualifications

Bachelor's Degree in Statistics, Mathematics, Analytics, Data Science, Engineering, Computer Science, Business, Economics or related field\
OR Associate's Degree in Statistics, Mathematics, Analytics, Data Science, Engineering, Computer Science, Business, Economics or related field
OR equivalent experience. If this sounds like you, contact us now and we’d love to talk to you! Join us to move Windows forward!
Experience of SQL and common database.
Ability to process and run quick data analysis using python.
Ability to perform Statistical analysis on datasets and come up with insights.
Experience of evaluation of experimentation in the real world with various performance metrics.
Experience of causal analysis is a plus.
Other expected skills:
Algorithm Development
 Analytical Skills
 Data Cleaning
 Data Evangelism
 Data Integration
 Data Integrity
 Data Mining
 Data Visualization
 Database Querying
 Dependency Management
 Detail Oriented
 English Language Proficiency
 Oral Communication
 Problem Solving
 Research
 Statistics
 Technical Communication
 Technical Expertise
#wmpxs

#data

Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.",
Actively recruiting,Sr. Data and BI Analyst,"AVEVA · Bengaluru, Karnataka, India · 6 days ago · Be an early applicant",https://www.linkedin.com/jobs/view/3880410574/?alternateChannel=search&refId=sOMuospAvU70UJxqZDny1w%3D%3D&trackingId=aeW1qgib%2FkSYqcG91s2C8Q%3D%3D&trk=d_flagship3_search_srp_jobs,"Full-time
Matches your job preferences, job type is Full-time.
Mid-Senior level","5,001-10,000 employees · Software Development","About the job
AVEVA is a global leader in industrial software. Our cutting-edge solutions are used by thousands of enterprises to deliver the essentials of life – such as energy, infrastructure, chemicals and minerals – safely, efficiently and more sustainably.

We’re the first software business in the world to have our sustainability targets validated by the SBTi, and we’ve been recognized for the transparency and ambition of our commitment to diversity, equity, and inclusion. We’ve also recently been named as one of the world’s most innovative companies.

If you’re a curious and collaborative person who wants to make a big impact through technology, then we want to hear from you! Find out more at https://www.aveva.com/en/about/careers/

Benefits : 

We require this role to meet existing demand to handle numerous data from various business users or stakeholders.

Role Summary: 

AVEVA is seeking a Senior Data and BI Analyst to join enterprise data and analytics team. The Senior Analyst will be instrumental in driving data-driven decision-making processes within AVEVA. This role entails extracting, analyzing, and interpreting complex data sets to provide actionable insights aligned with AVEVA's business objectives. Additionally, the Senior Analyst will be responsible for developing and maintaining robust BI solutions to facilitate data visualization and reporting for stakeholders across AVEVA's diverse business units.

Key Responsibilities

 Lead the design, development, and implementation of BI solutions tailored to meet AVEVA's unique business requirements.
 Collaborate closely with cross-functional teams to understand data needs and translate them into technical specifications.
 Execute data extraction, transformation, and loading (ETL) processes from various sources to populate AVEVA's data factory and data marts.
 Develop and maintain data models, dashboards, and reports utilizing BI tools such as Power BI or similar platforms.
 Conduct in-depth data analysis to uncover trends, patterns, and insights crucial for informing strategic decisions within AVEVA.
 Perform data profiling, ad-hoc analysis and data mining to support specific business inquiries and initiatives.
 Ensure data accuracy, completeness, and integrity through ongoing data quality assessments and validation processes.
 Provide technical expertise and guidance to junior analysts and business users within AVEVA on BI tools and data best practices.
 Stay updated with industry trends and emerging technologies in data management and analytics.

Essential Experience

8/10 years of experience in Data profiling, data analysis, SQL Query, Data warehouse, reporting concepts.

Desirable Experience: 10 years of experience in IT Data and BI Analyst role.

AVEVA requires all successful applicants to undergo and pass a comprehensive background check before they start employment. Background checks will be conducted in accordance with local laws and may, subject to those laws, include proof of educational attainment, employment history verification, proof of work authorization, criminal records, identity verification, credit check. Certain positions dealing with sensitive and/or third party personal data may involve additional background check criteria.

AVEVA is an Equal Opportunity Employer. We are committed to being an exemplary employer with an inclusive culture, developing a workplace environment where all our employees are treated with dignity and respect. We value diversity and the expertise that people from different backgrounds bring to our business.

Come and join AVEVA to create the transformative technology that enables our customers to engineer a better world.",
Actively recruiting,Lead Data Analyst - Associate Tech Specialist,"ESSENWARE PRIVATE LIMITED  · Pune, Maharashtra, India · 3 hours ago · Be an early applicant",https://www.linkedin.com/jobs/view/3888458439/?alternateChannel=search&refId=sOMuospAvU70UJxqZDny1w%3D%3D&trackingId=R8Z17q9sXcCTrWX%2BWV%2B8%2Fw%3D%3D&trk=d_flagship3_search_srp_jobs,"Hybrid
Matches your job preferences, workplace type is Hybrid.
Full-time
Matches your job preferences, job type is Full-time.
Entry level",51-200 employees · Information Technology & Services,"About the job
Number of position 1

This position is for the team working on modernizing the old business process. Legacy system is based on manual steps and SAS (Statistical Analysis System) programs. Candidate will be responsible for understanding the existing business process to develop ETL specifications for engineering team to modernize the system.

Candidate need to have basic knowledge of SAS tool to understand existing programs.

Candidate need to have strong SQL knowledge to understand data and prepare ELT specifications.

Candidate need to closely work with Business partners (Actuary) and Data modeler to setup ETL specification.

Candidate need to understand target data model to write ETL specifications.

Candidate will be responsible for resolving the clarifications from engineering teams.

Candidate should have good communication / collaborations skills",
Actively recruiting,Digital Analytics Analyst 2,"Bread Financial · Karnataka, India · 1 week ago",https://www.linkedin.com/jobs/view/3880082567/?alternateChannel=search&refId=sOMuospAvU70UJxqZDny1w%3D%3D&trackingId=dF47WViLfeQY6M8f2iRR6w%3D%3D&trk=d_flagship3_search_srp_jobs,"On-site
Matches your job preferences, workplace type is On-site.
Full-time
Matches your job preferences, job type is Full-time.
Entry level","5,001-10,000 employees · Financial Services","About the job
Every career journey is personal. That's why we empower you with the tools and support to create your own success story. 

Be challenged. Be heard. Be valued. Be you ... be here.

Job Summary

This position works with the Digital Products & Capabilities teams to support definition, development, commercialization, and management of new and existing products and capabilities via expertise and execution of digital, behavioral, and performance analytics. This position supports the development of reporting to track against digital KPIs; conducts research, executes digital tracking requirements, builds expertise in both site and cross-channel analytics, and prepares and delivers presentations to key internal stakeholders.

Job Description

Essential Job Functions

Digital Analytics Strategy: Defines analytics standards for digital capabilities as part of the business requirements process. Collaborates with Capability Owners to understand and influence the overarching strategy for assigned capabilities and aides in the development of digital measurement plans.
Digital Analytics Management & Analysis: Manages standards for digital analytics reporting, creates and publishes KPI dashboards along with guides on how to interpret data. Maintains detailed documentation on new and existing digital data assets. Collaborates with Capability Managers, Owners, IT, Business Analysts, and the rest of the Digital Analytics team to prioritize the approved work list. 
Develops detailed analytics (business & technology) requirements, feature definitions and implementation plans for digital products and capabilities. With a data driven mindset, influences the development of the user experience for digital products and capabilities, including feature/functionality, interface design, and UX. Provides support in solving business problems and/or escalated production support issues. 
Supports or refutes hypothesis via data extracts and analysis, providing data driven insights on business value of assigned capabilities and proposed digital enhancements.
Analytics Innovation: Conducts market research and analysis of Digital Analytics features and technologies, participates in the creation of business cases and presentations for key internal stakeholders, participates in the product development process, and performs business testing during technical implementations.


Reports to: Lead or above

Working Conditions/ Physical Requirements: Normal working conditions in an office environment

Direct Reports: N/A

Minimum Qualifications

Degree Required: Bachelor’s Degree
Area of Study: Analytics, Decision Science, Mathematics
Years of Work Experience Required: Two or more years
Type / focus of work experience required: Digital analytics reporting tools (Google Analytics, Adobe Analytics), experience with SQL or other database query languages, strong understanding of the Internet, online shopping, web design/layout and navigation, advanced excel skills


Preferred Experience

Years of Work Experience Preferred: Three years or more
Type / focus of work experience preferred: Digital analytics, Marketing analytics, Retail and/or ecommerce


This job description is illustrative of the types of duties typically performed by this job. It is not intended to be an exhaustive listing of each and every essential function of the job. Because job content may change from time to time, the Company reserves the right to add and/or delete essential functions from this job at any time.

About Bread Financial

At Bread Financial, you’ll have the opportunity to grow your career, give back to your community, and be part of our award-winning culture. We’ve been consistently recognized as a best place to work nationally and in many markets and we’re proud to promote an environment where you feel appreciated, accepted, valued, and fulfilled—both personally and professionally. Bread Financial supports the overall wellness of our associates with a diverse suite of benefits and offers boundless opportunities for career development and non-traditional career progression.

Bread FinancialTM is a tech-forward financial services company providing simple, personalized payment, lending and saving solutions. The company creates opportunities for its customers and partners through digitally enabled choices that offer ease, empowerment, financial flexibility and exceptional customer experiences. Driven by a digital-first approach, data insights and white-label technology, Bread Financial delivers growth for its partners through a comprehensive suite of payment solutions that includes private label and co-brand credit cards and Bread Pay™ buy now, pay later products. Bread Financial also offers direct-to-consumer products that give customers more access, choice and freedom through its branded Bread CashbackTM American Express® Credit Card and Bread SavingsTM products.

Headquartered in Columbus, Ohio, Bread Financial is powered by its approximately 7,000 global associates and is committed to sustainable business practices.

All job offers are contingent upon successful completion of credit and background checks.
Bread Financial is an Equal Opportunity Employer.


Job Family

Data and Analytics

Job Type

Regular","['Analytics, Query Languages, and Web Analytics', 'Adobe Analytics, Business Case Preparation, Business Testing, Google Analytics, Implementation Plans, Online Retail, and Query Writing']"
Actively recruiting,Data Analyst Recruitment,"Radhika Enterprises · Kota, Rajasthan, India · 21 hours ago · Be an early applicant",https://www.linkedin.com/jobs/view/3886285981/?alternateChannel=search&refId=sOMuospAvU70UJxqZDny1w%3D%3D&trackingId=vpFGuvcVT3P%2F4QI%2BUEevmw%3D%3D&trk=d_flagship3_search_srp_jobs,"Full-time
Matches your job preferences, job type is Full-time.
Entry level",1-10 employees · Manufacturing,"About the job
This job is sourced from a job board. Learn More
We are looking to hire a data analyst to join our data team. You will take responsibility for managing our master data set, developing reports, and troubleshooting data issues. To do well in this role you need a very fine eye for detail, experience as a data analyst, and a deep understanding of the popular data analysis tools and databases.

Data Analyst Responsibilities

Managing master data, including creation, updates, and deletion.

Managing users and user roles.

Provide quality assurance of imported data, working with quality assurance analysts if necessary.

Commissioning and decommissioning of data sets.

Processing confidential data and information according to guidelines.

Helping develop reports and analyses.

Managing and designing the reporting environment, including data sources, security, and metadata.

Supporting the data warehouse in identifying and revising reporting requirements.

Supporting initiatives for data integrity and normalization.

Assessing tests and implementing new or upgraded software and assisting with strategic decisions on new systems.

Generating reports from single or multiple systems.

Troubleshooting the reporting database environment and reports.

Evaluating changes and updates to source production systems.

Training end-users on new reports and dashboards.

Providing technical expertise in data storage structures, data mining, and data cleansing.

Other Details

Salary-42,000/- to 58,000/-

Required Experience-0 To 10

Minimum Age-18

Data Analyst Requirements

Qualification Required-Diploma,B.tech,M.tech,

Bachelors degree from an accredited university or college in computer science

0 To 10 years of industry experience also can apply

Work Department-Data Scientist,Data Analyst

Work Industry-IT,Banking.

Skills-Excellent understanding of statistics, multivariable calculus, and linear algebra.

Experience with data querying languages, and statistical or mathematical software.

Proficient in writing algorithms, and knowing when to apply them.

for more clarification contact to this number-8860438890

9023hsb@gmail.com

 Regards

 HR Placement Team

This job is provided by Shine.com","['Computer Science, Data Analysis, Data Science, and Databases', 'Data Integrity, Linear Algebra, Mathematical Software, Mathematics, Multivariable Calculus, and Reporting Requirements']"
Actively recruiting,Associate Consultant: Analytics,"Trinity Life Sciences · Bengaluru, Karnataka, India · 2 weeks ago",https://www.linkedin.com/jobs/view/3867468576/?alternateChannel=search&refId=sOMuospAvU70UJxqZDny1w%3D%3D&trackingId=0%2B5pWY7yF%2FPRyDU6IIByTA%3D%3D&trk=d_flagship3_search_srp_jobs,"Full-time
Matches your job preferences, job type is Full-time.
Entry level","501-1,000 employees · Business Consulting and Services","About the job
Description

To contribute and lead projects with strong problem-solving skills and process orientation on the projects independently. To help the team with required trainings and handle client communication.

Designation: Associate Consultant

Job Location: Bangalore/Chennai/Gurgaon

Type of employment: Contract/Permanent

Roles & Responsibilities:

 Provide insights through data analysis and visualization for small to large datasets
 Ability to translate a business question into analytical problem to develop business rules, process flow and methodology for analysis
 Ability to summarize the analysis using basic statistical methods
 Work with team to execute Adhoc/ Regular projects using secondary data analysis
 Active participation in client communication

Qualifications

Requirements:

 4+ years of professional experience is required

Functions skills:

 Must be well verse with Advanced excel, Word and PowerPoint
 Technically:

Must - Experience in working on database query (SQL).

Good to have - R, SAS, Python, any visualization tool(Tableau, Qlik ) etc.

 Should have extensive experience in working on patient level data analytics, (RWD Data Lake, Optum/ DRG Claims, IQVIA data)
 Good to have: Marketing analytics (Market assessment, Forecasting, competitive intelligence), Sales Analytics (sizing, structuring, segmentation) etc., engagement analytics (call activity, etc.)

Additional Skills:

 Ability to work independently
Passion for solving challenging analytical problems
 Ability to assess a problem quickly, qualitatively, and quantitatively

Ability to work productively with team members, identify and resolve tough issues in a collaborative manner

 Should have good communication skills
 Exhibit leadership qualities and take the full ownership for his module/project","['Analytical Skills, Data Analytics, Databases, and SQL', 'Business Rules, DRG, Data Lakes, Process Orientation, Query Writing, and Secondary Data Analysis']"
Actively recruiting,Data Analyst Recruitment,"Radhika Enterprises · Ranchi, Jharkhand, India · 21 hours ago · Be an early applicant",https://www.linkedin.com/jobs/view/3886292076/?alternateChannel=search&refId=sOMuospAvU70UJxqZDny1w%3D%3D&trackingId=cb8Si7uRzldIFiJEgQjCTA%3D%3D&trk=d_flagship3_search_srp_jobs,"Full-time
Matches your job preferences, job type is Full-time.
Entry level",1-10 employees · Manufacturing,"About the job
This job is sourced from a job board. Learn More
We are looking to hire a data analyst to join our data team. You will take responsibility for managing our master data set, developing reports, and troubleshooting data issues. To do well in this role you need a very fine eye for detail, experience as a data analyst, and a deep understanding of the popular data analysis tools and databases.

Data Analyst Responsibilities

Managing master data, including creation, updates, and deletion.

Managing users and user roles.

Provide quality assurance of imported data, working with quality assurance analysts if necessary.

Commissioning and decommissioning of data sets.

Processing confidential data and information according to guidelines.

Helping develop reports and analyses.

Managing and designing the reporting environment, including data sources, security, and metadata.

Supporting the data warehouse in identifying and revising reporting requirements.

Supporting initiatives for data integrity and normalization.

Assessing tests and implementing new or upgraded software and assisting with strategic decisions on new systems.

Generating reports from single or multiple systems.

Troubleshooting the reporting database environment and reports.

Evaluating changes and updates to source production systems.

Training end-users on new reports and dashboards.

Providing technical expertise in data storage structures, data mining, and data cleansing.

Other Details

Salary-42,000/- to 58,000/-

Required Experience-0 To 10

Minimum Age-18

Data Analyst Requirements

Qualification Required-Diploma,B.tech,M.tech,

Bachelors degree from an accredited university or college in computer science

0 To 10 years of industry experience also can apply

Work Department-Data Scientist,Data Analyst

Work Industry-IT,Banking.

Skills-Excellent understanding of statistics, multivariable calculus, and linear algebra.

Experience with data querying languages, and statistical or mathematical software.

Proficient in writing algorithms, and knowing when to apply them.

for more clarification contact to this number-8860673480

9023hsb@gmail.com

 Regards

 HR Placement Team

This job is provided by Shine.com","['Computer Science, Data Analysis, Data Science, and Databases', 'Data Integrity, Linear Algebra, Mathematical Software, Mathematics, Multivariable Calculus, and Reporting Requirements']"
Actively recruiting,Data Product Analyst,"Virtusa · Pune, Maharashtra, India · 6 days ago",https://www.linkedin.com/jobs/view/3882165746/?alternateChannel=search&refId=sOMuospAvU70UJxqZDny1w%3D%3D&trackingId=%2BecJnfhNEZWghMkh5mAuzQ%3D%3D&trk=d_flagship3_search_srp_jobs,"Hybrid
Matches your job preferences, workplace type is Hybrid.
Full-time
Matches your job preferences, job type is Full-time.
Mid-Senior level","10,001+ employees · IT Services and IT Consulting","About the job
JD-Work closely with Travel Product teams to discover high value Analytical and Reporting use cases, prioritize the product roadmap to create value for the organization.

Partner with engineering managers and developers to build platform features, implement processes for data consumption, security, and access. Drive platform adoption by doing regular demos, presentations, work with learning and development team to organize trainings. Partner with Product & Engineering Managers (in the US and India) to identify, refine, scope, prioritize high-value features to enable other teams in meeting their commitments. Create/build user stories and identify dependencies and parallel work streams. Articulate the data requirements, integration needs and convert these requirements into user stories. Work closely with Data modelers to build consumable data models. Work as the Data Owner for the platform , implement data modernization and organizational best practices for data. Work with one or more squads, and analysts on running discovery sprints for providing clarity to high-risk & ambiguous items. At least 4 years of experience in Data engineering / data analytics / data visualization 6+ years of experience as Business analyst Product analyst

Data analyst Understanding of AWS or any other cloud data ecosystem Demonstrating strong knowledge of and background with Agile & Product Management concepts like MVP, A/B Testing, Story Maps, Prioritization Techniques, Road- mapping","['Data Analytics', 'Data Integration']"
